277,2014,2,2014-08-23 00:00:00.000,5,1,3,1,1514,1514,D,D
278,2017,2,2018-02-20 00:00:00.000,5,5,3,0,1708,1602,W,L
279,2016,2,2016-11-26 00:00:00.000,5,1,3,2,1512,1620,L,W
280,2015,2,2015-09-29 00:00:00.000,5,0,3,2,1445,1498,L,W
281,2016,2,2017-04-04 00:00:00.000,75,3,3,1,1742,1657,W,L
282,2014,2,2015-02-21 00:00:00.000,75,4,3,3,1569,1635,W,L
283,2013,2,2014-01-11 00:00:00.000,75,1,3,0,1582,1554,W,L
284,2013,2,2013-12-14 00:00:00.000,73,0,3,2,1486,1547,L,W
285,2014,2,2015-04-06 00:00:00.000,73,4,3,2,1802,1783,W,L
286,2015,2,2016-04-02 00:00:00.000,31,2,3,1,1565,1707,W,L
287,2014,2,2014-10-04 00:00:00.000,31,1,3,1,1650,1494,D,D
288,2016,2,2017-03-11 00:00:00.000,8,1,3,1,1812,1631,D,D
289,2014,2,2015-03-21 00:00:00.000,8,2,3,0,1671,1664,W,L
290,2015,2,2016-05-07 00:00:00.000,8,1,3,1,1800,1782,D,D
291,2015,2,2015-11-28 00:00:00.000,75,2,3,1,1637,1566,W,L
292,2016,2,2017-05-07 00:00:00.000,6,0,3,1,1818,1644,L,W
293,2015,2,2016-01-30 00:00:00.000,6,0,3,0,1509,1722,D,D
294,2017,2,2017-08-18 00:00:00.000,7,2,3,1,1429,1516,W,L
295,2016,2,2016-10-21 00:00:00.000,7,2,3,0,1506,1612,W,L
296,2013,2,2013-09-17 00:00:00.000,76,3,3,0,1576,1456,W,L
297,2015,2,2015-08-15 00:00:00.000,76,2,3,2,1505,1537,D,D
298,2013,2,2014-02-08 00:00:00.000,31,0,3,2,1561,1515,L,W
299,2014,2,2015-02-07 00:00:00.000,10,1,3,1,1600,1654,D,D
300,2016,2,2016-09-10 00:00:00.000,10,0,3,1,1584,1556,L,W
301,2015,2,2015-11-07 00:00:00.000,10,2,3,5,1604,1570,L,W
302,2017,2,2017-12-09 00:00:00.000,10,1,3,0,1609,1491,W,L
303,2016,2,2016-11-05 00:00:00.000,80,1,3,1,1584,1581,D,D
304,2013,2,2013-11-09 00:00:00.000,80,1,3,3,1482,1459,L,W
305,2014,2,2015-03-07 00:00:00.000,9,2,3,2,1723,1657,D,D
306,2015,2,2016-01-16 00:00:00.000,9,0,3,3,1625,1647,L,W
307,2017,2,2017-09-23 00:00:00.000,9,1,3,1,1533,1407,D,D
308,2016,2,2016-12-27 00:00:00.000,9,1,3,0,1718,1609,W,L
309,2013,2,2013-10-26 00:00:00.000,9,1,3,1,1601,1454,D,D
310,2013,2,2014-04-05 00:00:00.000,32,1,3,3,1634,1500,L,W
311,2016,2,2017-04-01 00:00:00.000,12,1,3,1,1687,1649,D,D
312,2015,2,2015-09-18 00:00:00.000,12,1,3,1,1591,1596,D,D
313,2014,2,2015-02-24 00:00:00.000,12,4,3,2,1700,1601,W,L
314,2013,2,2014-03-01 00:00:00.000,12,1,3,0,1470,1501,W,L
315,2017,2,2017-08-05 00:00:00.000,12,1,3,0,,,W,L
316,2014,2,2014-12-20 00:00:00.000,80,0,3,1,1552,1597,L,W
317,2015,2,2016-04-23 00:00:00.000,80,1,3,1,1824,1759,D,D
318,2013,2,2013-08-24 00:00:00.000,81,3,3,2,1578,1481,W,L
319,2017,2,2017-09-30 00:00:00.000,11,6,3,1,1511,1598,W,L
320,2015,2,2015-10-24 00:00:00.000,11,2,3,0,1650,1627,W,L
321,2015,2,2015-08-29 00:00:00.000,35,0,3,2,1539,1540,L,W
322,2017,2,2017-09-12 00:00:00.000,13,2,3,0,1638,1426,W,L
323,2016,2,2016-08-13 00:00:00.000,13,1,3,2,1473,1505,L,W
324,2013,2,2013-10-20 00:00:00.000,13,4,3,0,1490,1480,W,L
325,2016,2,2016-12-10 00:00:00.000,85,4,3,0,1702,1606,W,L
326,2016,2,2016-10-14 00:00:00.000,17,3,3,1,1488,1635,W,L
327,2015,2,2015-10-03 00:00:00.000,13,0,3,2,1523,1529,L,W
328,2014,2,2015-01-17 00:00:00.000,13,1,3,1,1508,1657,D,D
329,2015,1,2015-10-17 00:00:00.000,90,0,74,3,1529,1626,L,W
330,2016,1,2016-08-27 00:00:00.000,90,1,74,3,1481,1478,L,W
331,2016,1,2017-03-18 00:00:00.000,91,3,74,1,1612,1471,W,L
332,2013,1,2013-10-06 00:00:00.000,91,1,74,1,1530,1645,D,D
333,2015,1,2015-11-21 00:00:00.000,91,2,74,1,1512,1702,W,L
334,2014,1,2014-11-29 00:00:00.000,91,0,74,1,1516,1552,L,W
335,2017,1,2017-12-31 00:00:00.000,91,1,74,1,1456,1703,D,D
336,2016,1,2016-12-03 00:00:00.000,92,1,74,5,1495,1685,L,W
337,2015,1,2016-04-09 00:00:00.000,92,3,74,3,1490,1530,D,D
338,2015,1,2016-04-24 00:00:00.000,23,0,74,0,1630,1573,D,D
339,2014,1,2014-10-25 00:00:00.000,23,0,74,2,1513,1562,L,W
340,2017,1,2018-02-10 00:00:00.000,89,1,74,0,1743,1682,W,L
341,2016,1,2017-05-13 00:00:00.000,87,1,74,4,1465,1553,L,W
342,2017,1,2017-08-19 00:00:00.000,87,1,74,0,1473,1537,W,L
343,2013,1,2014-03-01 00:00:00.000,87,1,74,0,1540,1775,W,L
344,2014,1,2014-12-06 00:00:00.000,87,3,74,2,1485,1627,W,L
345,2015,1,2016-01-17 00:00:00.000,87,0,74,0,1650,1712,D,D
346,2015,1,2016-03-05 00:00:00.000,89,2,74,2,1767,1669,D,D
347,2014,1,2015-02-07 00:00:00.000,89,2,74,1,1707,1746,W,L
348,2013,1,2014-03-16 00:00:00.000,89,0,74,1,1695,1733,L,W
349,2016,1,2017-04-30 00:00:00.000,89,2,74,0,1519,1579,W,L
350,2016,1,2017-05-10 00:00:00.000,86,0,74,2,1496,1516,L,W
